,rf_RMSE,rf_MSE,lr_RMSE,lr_MSE,Time,Size,hyperparams
2931,0.8056756655931055,0.6491132781288936,6.143869888639567,37.74713720853196,1.234337329864502,80,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2932,0.8129822763349082,0.660940181634689,4.480496368190338,20.07484770536681,1.2187120914459229,85,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2933,0.6743839762564323,0.4547937474314363,1.818488052173461,3.306898795897628,1.2187116146087646,90,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2934,0.7734945794521587,0.5982938644418719,0.6293787956569497,0.3961176684225924,1.2499611377716064,95,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2935,0.7896077363089222,0.6234803772389004,1.7599456504658877,3.0974086925937967,1.249985933303833,100,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2936,0.6000620470595216,0.36007446032126356,0.829328486046645,0.6877857377684202,1.2499608993530273,105,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2937,0.7112874467666301,0.5059298319277917,0.658564238188156,0.4337068558203463,1.2668797969818115,110,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2938,0.6178237512284875,0.38170618758204,0.7965564441170294,0.6345021686643663,1.265587329864502,115,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2939,0.6988675150060778,0.4884158035307704,0.8859350031175052,0.7848808297488139,1.2812097072601318,120,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
2940,0.8477968586443375,0.7187595135272068,1.4430811866784934,2.082483311345409,1.093691349029541,20,"{'bootstrap': True, 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 100}"
