,Size,Method,MSE
3412,70,Linear Regression,1.577753684286798
3413,75,Linear Regression,3.2292101294909883
3414,80,Linear Regression,4.311027522911243
3415,85,Linear Regression,4.189784670241395
3416,90,Linear Regression,2.4464915535796226
3417,95,Linear Regression,0.9714138329939986
3418,100,Linear Regression,0.5569461848096606
3419,105,Linear Regression,0.572837878696833
3420,110,Linear Regression,0.740153603356324
3421,115,Linear Regression,0.46717841161827006
3422,120,Linear Regression,0.2924458534369472
3423,20,Linear Regression,3.2909550317553222
3424,25,Linear Regression,2.688055607785543
3425,30,Linear Regression,4.335948908359899
3426,35,Linear Regression,4.048449602220336
3427,40,Linear Regression,2.1567729532063153
3428,45,Linear Regression,0.5766900731603708
3429,50,Linear Regression,0.43061477718739993
3430,55,Linear Regression,0.44606295706822247
3431,60,Linear Regression,0.5051545289006275
3432,65,Linear Regression,0.846836918542076
3433,70,Linear Regression,0.6557353971968737
3434,75,Linear Regression,3.7434751258782013
3435,80,Linear Regression,2.5854700093056597
3436,85,Linear Regression,26.907308913873937
3437,90,Linear Regression,1.2230771394097257
3438,95,Linear Regression,0.4112929296556014
3439,100,Linear Regression,0.803592842314411
3440,105,Linear Regression,0.7956164704249576
3441,110,Linear Regression,0.7777033497778372
3442,115,Linear Regression,0.4462520612721354
3443,120,Linear Regression,0.4198618550744011
3444,20,Linear Regression,0.6557046881545878
3445,25,Linear Regression,2.3264701601239315
3446,30,Linear Regression,1.7729422083421245
3447,35,Linear Regression,2.181981982364485
3448,40,Linear Regression,2.7201781966246723
3449,45,Linear Regression,0.8620151056938083
3450,50,Linear Regression,1.19242657595058
3451,55,Linear Regression,1.362561764641333
3452,60,Linear Regression,1.1640544492506446
3453,65,Linear Regression,0.8724007097737391
3454,70,Linear Regression,0.42987963486761566
3455,75,Linear Regression,3.189817853048742
3456,80,Linear Regression,3.4650979170743033
3457,85,Linear Regression,7.916431129252241
3458,90,Linear Regression,0.7174414510754838
3459,95,Linear Regression,0.7070232558790475
3460,100,Linear Regression,0.41026817871833365
3461,105,Linear Regression,0.36249227397922973
3462,110,Linear Regression,0.47217788488626694
3463,115,Linear Regression,0.4076589861017781
3464,120,Linear Regression,0.30344629487025826
3465,20,Linear Regression,3.1136262725762
3466,25,Linear Regression,14.41185001961144
3467,30,Linear Regression,5.3759194951372775
3468,35,Linear Regression,2.86708544688358
3469,40,Linear Regression,6.480275871388429
3470,45,Linear Regression,2.520267674979779
3471,50,Linear Regression,2.3858622400745775
3472,55,Linear Regression,1.4622943330045108
3473,60,Linear Regression,0.4246605913716463
3474,65,Linear Regression,1.0588192069083493
3475,70,Linear Regression,1.2786735475072628
3476,75,Linear Regression,1.6349437971454
3477,80,Linear Regression,3.755737042748099
3478,85,Linear Regression,18.025547874211856
3479,90,Linear Regression,0.6600087551940512
3480,95,Linear Regression,1.249778641993973
3481,100,Linear Regression,0.5788420502958861
3482,105,Linear Regression,0.539158188962964
3483,110,Linear Regression,0.475901072051507
3484,115,Linear Regression,0.6901238476520486
3485,120,Linear Regression,0.4262537073805332
3486,20,Linear Regression,2.3888853053861494
3487,25,Linear Regression,1.7453070444567071
3488,30,Linear Regression,3.394204673954785
3489,35,Linear Regression,2.4376905689234816
3490,40,Linear Regression,1.0406621400689824
3491,45,Linear Regression,0.43277319816246446
3492,50,Linear Regression,1.8780461298567002
3493,55,Linear Regression,0.8013560127399196
3494,60,Linear Regression,1.5711233421339044
3495,65,Linear Regression,1.082318674295275
3496,70,Linear Regression,1.1385222047556636
3497,75,Linear Regression,1.5691198494559813
3498,80,Linear Regression,6.228525334203086
3499,85,Linear Regression,1.7908854900970348
3500,90,Linear Regression,0.71697234947915
3501,95,Linear Regression,1.753577808568676
3502,100,Linear Regression,1.0724400162649659
3503,105,Linear Regression,0.30566164579288035
3504,110,Linear Regression,0.7621052610611517
3505,115,Linear Regression,0.5811728547017683
3506,120,Linear Regression,0.36133038934291184
3507,20,Linear Regression,5.09981400151311
3508,25,Linear Regression,0.5595559295717984
3509,30,Linear Regression,1.043392741812522
3510,35,Linear Regression,1.4995251911289944
3511,40,Linear Regression,0.5161227358050576
3512,45,Linear Regression,1.3781021840134222
3513,50,Linear Regression,0.7609709437828144
3514,55,Linear Regression,2.9749603797396076
3515,60,Linear Regression,0.7735679880632246
3516,65,Linear Regression,0.9855176931101968
3517,70,Linear Regression,0.6164414965730974
3518,75,Linear Regression,0.49464868015399505
3519,80,Linear Regression,16.95776418631997
3520,85,Linear Regression,5.3209958031555615
3521,90,Linear Regression,1.3216922877805397
3522,95,Linear Regression,0.8984249983172493
3523,100,Linear Regression,0.25988336444054383
3524,105,Linear Regression,0.8447068697293603
3525,110,Linear Regression,0.2917990099796193
3526,115,Linear Regression,0.6430764495841275
3527,120,Linear Regression,0.39598831512813476
3528,20,Linear Regression,3.1061803944759947
3529,25,Linear Regression,1.2608008019850696
3530,30,Linear Regression,1.5921035692726573
3531,35,Linear Regression,7.5914874202042855
3532,40,Linear Regression,2.012336508701547
3533,45,Linear Regression,3.475008034122268
3534,50,Linear Regression,1.206610475947218
3535,55,Linear Regression,1.3912740345485317
3536,60,Linear Regression,0.38536048854797816
3537,65,Linear Regression,1.0342648585512377
3538,70,Linear Regression,1.1076797940992973
3539,75,Linear Regression,0.7966601574730255
3540,80,Linear Regression,30.973444091490045
3541,85,Linear Regression,18.100152904220884
3542,90,Linear Regression,0.5563075093957675
3543,95,Linear Regression,1.7786848009026677
3544,100,Linear Regression,0.47088690783805404
3545,105,Linear Regression,1.0322427150074005
3546,110,Linear Regression,1.5165245879888274
3547,115,Linear Regression,0.5252998215456507
3548,120,Linear Regression,0.673624580485817
3549,20,Linear Regression,0.9506022224689812
3550,25,Linear Regression,2.669110177129268
3551,30,Linear Regression,0.7113657856890391
3552,35,Linear Regression,1.4521532741826257
3553,40,Linear Regression,4.798779823618584
3554,45,Linear Regression,0.7273593168651149
3555,50,Linear Regression,0.7334217359683693
3556,55,Linear Regression,1.8787143363793126
3557,60,Linear Regression,0.931332110635481
3558,65,Linear Regression,0.7410855246536164
3559,70,Linear Regression,0.43348114863108245
3560,75,Linear Regression,3.4801266889094573
3561,80,Linear Regression,4.004123516628881
3562,85,Linear Regression,0.4182869805022712
3563,90,Linear Regression,2.8430912711909366
3564,95,Linear Regression,1.6269832718194288
3565,100,Linear Regression,1.8053277323538144
3566,105,Linear Regression,0.3548502564134386
3567,110,Linear Regression,1.0832238494219082
3568,115,Linear Regression,0.39452183141855957
3569,120,Linear Regression,0.35280069810637005
3570,20,Linear Regression,1.131160531634825
3571,25,Linear Regression,0.736313446358255
3572,30,Linear Regression,3.101157842510352
3573,35,Linear Regression,2.716410695109847
3574,40,Linear Regression,1.1769099682896482
3575,45,Linear Regression,0.6659560367686274
3576,50,Linear Regression,1.6385352251932168
3577,55,Linear Regression,1.3405931078653202
3578,60,Linear Regression,1.4700118627014727
3579,65,Linear Regression,0.8201779817292163
3580,70,Linear Regression,0.7417246868605636
3581,75,Linear Regression,1.7955665009645048
3582,80,Linear Regression,5.35799707751365
3583,85,Linear Regression,1.9334493462250406
3584,90,Linear Regression,1.2200531430937793
3585,95,Linear Regression,2.4466606565019156
3586,100,Linear Regression,0.7492972599027719
3587,105,Linear Regression,0.8151351574394814
3588,110,Linear Regression,0.6973707615456465
3589,115,Linear Regression,0.307178304146434
3590,120,Linear Regression,0.2282678432771977
3591,20,Linear Regression,1.0777687903127435
3592,25,Linear Regression,8.149086398953688
3593,30,Linear Regression,14.341669796303634
3594,35,Linear Regression,1.359446360231143
3595,40,Linear Regression,10.380560517196175
3596,45,Linear Regression,1.5523192678307547
3597,50,Linear Regression,2.0800355647925963
3598,55,Linear Regression,1.6481172693570763
3599,60,Linear Regression,1.1673782929703511
3600,65,Linear Regression,0.6734700066350352
3601,70,Linear Regression,3.011833936406703
3602,75,Linear Regression,1.3620694115885625
3603,80,Linear Regression,3.9310369160496133
3604,85,Linear Regression,6.3280058532335275
3605,90,Linear Regression,4.821819884510457
3606,95,Linear Regression,0.775966130511955
3607,100,Linear Regression,2.8727684250054586
3608,105,Linear Regression,0.8060448869257141
3609,110,Linear Regression,0.7268344028589829
3610,115,Linear Regression,0.3544047826238972
3611,120,Linear Regression,0.49933570526571497
3612,20,Linear Regression,2.923647037733361
3613,25,Linear Regression,0.9941329184444168
3614,30,Linear Regression,1.0915404191533566
3615,35,Linear Regression,1.6361642583828153
3616,40,Linear Regression,0.8183498212806263
3617,45,Linear Regression,0.9629304276482262
3618,50,Linear Regression,1.1514732479053462
3619,55,Linear Regression,2.004991035554257
3620,60,Linear Regression,0.5817606543842054
3621,65,Linear Regression,1.5781986298889132
3622,70,Linear Regression,0.77355006797893
3623,75,Linear Regression,1.6586523450034336
3624,80,Linear Regression,11.876864604557085
3625,85,Linear Regression,3.366416528585028
3626,90,Linear Regression,2.4585836420133917
3627,95,Linear Regression,2.182538283996042
3628,100,Linear Regression,1.0213321648533955
3629,105,Linear Regression,0.592929838444926
3630,110,Linear Regression,0.5672667735342274
3631,115,Linear Regression,0.7578234598672833
3632,120,Linear Regression,0.42777902297009684
3633,20,Linear Regression,1.8085319623325444
3634,25,Linear Regression,3.2610949866510737
3635,30,Linear Regression,1.396918180143324
3636,35,Linear Regression,2.675937610123419
3637,40,Linear Regression,1.1694191438856003
3638,45,Linear Regression,1.2535633759743534
3639,50,Linear Regression,1.4583829203647347
3640,55,Linear Regression,0.9110204980054729
3641,60,Linear Regression,0.8230408619855779
3642,65,Linear Regression,1.4649175878626688
3643,70,Linear Regression,1.599932081351563
3644,75,Linear Regression,1.3575986689368629
3645,80,Linear Regression,2.106879825974109
3646,85,Linear Regression,1.3058666036510622
3647,90,Linear Regression,7.400747120391413
3648,95,Linear Regression,0.502044622614897
3649,100,Linear Regression,1.0592724219061844
3650,105,Linear Regression,0.5146577639678865
3651,110,Linear Regression,0.7784211160063438
3652,115,Linear Regression,0.308505815158111
3653,120,Linear Regression,0.27236547285600365
3654,20,Linear Regression,2.005592272958965
3655,25,Linear Regression,1.8048294834131133
3656,30,Linear Regression,2.0253137561314545
3657,35,Linear Regression,1.296071053892854
3658,40,Linear Regression,1.5339153587457584
3659,45,Linear Regression,2.27597801001291
3660,50,Linear Regression,3.303149563689215
3661,55,Linear Regression,1.5857482414889668
3662,60,Linear Regression,1.5726078852800267
3663,65,Linear Regression,1.6976595006289836
3664,70,Linear Regression,0.8660376958197852
3665,75,Linear Regression,1.818258329648425
3666,80,Linear Regression,3.677580726440379
3667,85,Linear Regression,2.1109397171315147
3668,90,Linear Regression,2.8126368267246815
3669,95,Linear Regression,0.8457086628821259
3670,100,Linear Regression,0.5754589239694405
3671,105,Linear Regression,0.3793963064043008
3672,110,Linear Regression,0.6663013288146573
3673,115,Linear Regression,0.5222309119160605
3674,120,Linear Regression,0.4713901807705401
3675,20,Linear Regression,0.3458866659823478
3676,25,Linear Regression,4.377187897215864
3677,30,Linear Regression,7.990666697250251
3678,35,Linear Regression,2.4750811657989464
3679,40,Linear Regression,2.4481799767302936
3680,45,Linear Regression,2.2079784345978473
3681,50,Linear Regression,0.6207177538879901
3682,55,Linear Regression,1.4912407175240048
3683,60,Linear Regression,0.4650522082759512
3684,65,Linear Regression,1.4735369982585698
3685,70,Linear Regression,1.6090523533446917
3686,75,Linear Regression,3.5253367076457773
3687,80,Linear Regression,9.56006916074919
3688,85,Linear Regression,2.2973734276224906
3689,90,Linear Regression,1.055738676010774
3690,95,Linear Regression,1.0052105043874693
3691,100,Linear Regression,0.5334322840787875
3692,105,Linear Regression,0.9062479443177254
3693,110,Linear Regression,0.28673389645230096
3694,115,Linear Regression,0.34648864648087074
3695,120,Linear Regression,0.7662498252846804
3696,20,Linear Regression,10.156422272532978
3697,25,Linear Regression,1.2579910519011075
3698,30,Linear Regression,2.2472355139903164
3699,35,Linear Regression,1.106743545530358
3700,40,Linear Regression,3.80335773308029
3701,45,Linear Regression,0.9626933504199463
3702,50,Linear Regression,2.200461417991082
3703,55,Linear Regression,1.2285680976816051
3704,60,Linear Regression,1.2461583379820256
3705,65,Linear Regression,2.4627333511611105
3706,70,Linear Regression,2.344467349828957
3707,75,Linear Regression,3.9503676239393473
3708,80,Linear Regression,3.4338740190670847
3709,85,Linear Regression,2.039821410904716
3710,90,Linear Regression,0.66278029046216
3711,95,Linear Regression,0.524642948796455
3712,100,Linear Regression,0.4241324372268599
3713,105,Linear Regression,0.8350346976085332
3714,110,Linear Regression,0.3688892204660386
3715,115,Linear Regression,0.3250435247010513
3716,120,Linear Regression,1.0689968679704511
3717,20,Linear Regression,1.9618211175453177
3718,25,Linear Regression,0.6753314258867752
3719,30,Linear Regression,3.929444108169735
3720,35,Linear Regression,3.1292044951181466
3721,40,Linear Regression,2.3745609970553985
3722,45,Linear Regression,3.1199249713080253
3723,50,Linear Regression,0.9644490493045469
3724,55,Linear Regression,1.182606482363137
3725,60,Linear Regression,0.8655382043915855
3726,65,Linear Regression,1.1672341353179827
3727,70,Linear Regression,1.0547235062113312
3728,75,Linear Regression,1.3374813498470675
3729,80,Linear Regression,5.60612050086884
3730,85,Linear Regression,1.9069087525810406
3731,90,Linear Regression,2.9971375964403997
3732,95,Linear Regression,0.950102038015203
3733,100,Linear Regression,0.3718565804808675
3734,105,Linear Regression,0.7087090855965682
3735,110,Linear Regression,0.9907048054522023
3736,115,Linear Regression,0.4161697373244969
3737,120,Linear Regression,0.37866941201747945
3738,20,Linear Regression,0.2818147921980641
3739,25,Linear Regression,1.1959904234189103
3740,30,Linear Regression,0.9294254724450074
3741,35,Linear Regression,2.9957794841846472
3742,40,Linear Regression,1.4147135307086298
3743,45,Linear Regression,2.809158749865582
3744,50,Linear Regression,2.9561289046239443
3745,55,Linear Regression,1.798942308775267
3746,60,Linear Regression,0.9224536660371371
3747,65,Linear Regression,0.9778755384859781
3748,70,Linear Regression,0.6747070500285796
3749,75,Linear Regression,1.2598457769812519
3750,80,Linear Regression,8.53487772459021
3751,85,Linear Regression,15.6890658215435
3752,90,Linear Regression,6.492003445711219
3753,95,Linear Regression,0.3857486385720237
3754,100,Linear Regression,0.7903256417501875
3755,105,Linear Regression,0.5850288470148619
3756,110,Linear Regression,0.46929539102008755
3757,115,Linear Regression,0.451979724110208
3758,120,Linear Regression,0.5462879723582051
3759,20,Linear Regression,4.787451860909504
3760,25,Linear Regression,4.197631135266725
3761,30,Linear Regression,1.4578742248476464
3762,35,Linear Regression,5.122497715438023
3763,40,Linear Regression,3.6521698328188994
3764,45,Linear Regression,0.43743986152153636
3765,50,Linear Regression,1.5619888734534795
3766,55,Linear Regression,0.5648863668775509
3767,60,Linear Regression,0.7065205715858314
3768,65,Linear Regression,0.7561067761473593
3769,70,Linear Regression,0.6298551395802255
3770,75,Linear Regression,4.366093842273994
3771,80,Linear Regression,3.105939878326361
3772,85,Linear Regression,10.910675775262824
3773,90,Linear Regression,1.5154177762796102
3774,95,Linear Regression,1.108088306253294
3775,100,Linear Regression,0.4502187250697485
3776,105,Linear Regression,0.7817910004540517
3777,110,Linear Regression,0.5824529933767402
3778,115,Linear Regression,0.21196898161409194
3779,120,Linear Regression,0.5299629129954516
3780,20,Linear Regression,6.550350654896614
3781,25,Linear Regression,13.243475059330176
3782,30,Linear Regression,0.8670199133733507
3783,35,Linear Regression,0.6459177319538966
3784,40,Linear Regression,2.2476020326339343
3785,45,Linear Regression,0.6904144537175682
3786,50,Linear Regression,9.69127372510082
3787,55,Linear Regression,1.1645814930811769
3788,60,Linear Regression,0.5763780809131126
3789,65,Linear Regression,1.7619712677927941
3790,70,Linear Regression,0.6439984424332567
3791,75,Linear Regression,1.8155323209050231
3792,80,Linear Regression,84.43809625465454
3793,85,Linear Regression,4.363006299539364
3794,90,Linear Regression,1.0432150372662912
3795,95,Linear Regression,0.5995262968068812
3796,100,Linear Regression,0.9093882346175922
3797,105,Linear Regression,0.4747622397903567
3798,110,Linear Regression,0.6983492174266547
3799,115,Linear Regression,0.5840592336931792
3800,120,Linear Regression,0.32224706201542247
3801,20,Linear Regression,1.2060823373141305
3802,25,Linear Regression,3.8727764020205413
3803,30,Linear Regression,1.244154186486343
3804,35,Linear Regression,2.38499428402668
3805,40,Linear Regression,1.1062679171939882
3806,45,Linear Regression,2.8430729610883705
3807,50,Linear Regression,1.913922997769734
3808,55,Linear Regression,2.778262517093604
3809,60,Linear Regression,1.779828226205087
3810,65,Linear Regression,0.6429221908177376
3811,70,Linear Regression,1.5490193422487433
3812,75,Linear Regression,0.7760922620814541
3813,80,Linear Regression,15.360947530133977
3814,85,Linear Regression,3.3217779005571915
3815,90,Linear Regression,3.1257027913572446
3816,95,Linear Regression,1.359337413878442
3817,100,Linear Regression,0.5864298339288936
3818,105,Linear Regression,0.476731610407859
3819,110,Linear Regression,0.5354024925515786
3820,115,Linear Regression,0.5427650765737126
3821,120,Linear Regression,0.3702556818013339
3822,20,Linear Regression,2.1283085424047212
3823,25,Linear Regression,2.435649584999598
3824,30,Linear Regression,2.328486672768595
3825,35,Linear Regression,3.2000574783452294
3826,40,Linear Regression,9.133110585199528
3827,45,Linear Regression,1.0358002447484513
3828,50,Linear Regression,1.0801563335372257
3829,55,Linear Regression,0.8897232765320413
3830,60,Linear Regression,0.5649409070526917
3831,65,Linear Regression,1.4235603444360831
3832,70,Linear Regression,3.9301720931861737
3833,75,Linear Regression,2.6050239024507107
3834,80,Linear Regression,1.7638110566941514
3835,85,Linear Regression,1.2651859122847608
3836,90,Linear Regression,3.1321856039551514
3837,95,Linear Regression,1.0242199812295532
3838,100,Linear Regression,0.9873693397791954
3839,105,Linear Regression,1.0468832414395604
3840,110,Linear Regression,0.6982974014097275
3841,115,Linear Regression,0.3176922930578696
3842,120,Linear Regression,0.628640965630758
3843,20,Linear Regression,1.749613434104139
3844,25,Linear Regression,2.677192713515308
3845,30,Linear Regression,0.2561969850790428
3846,35,Linear Regression,3.7115647436076062
3847,40,Linear Regression,9.056604665251912
3848,45,Linear Regression,0.9705169269412744
3849,50,Linear Regression,1.0722956898915532
3850,55,Linear Regression,1.206532264820134
3851,60,Linear Regression,1.089810939955066
3852,65,Linear Regression,1.5454175159353327
3853,70,Linear Regression,2.2710039337103987
3854,75,Linear Regression,7.624110101771141
3855,80,Linear Regression,4.591923622595742
3856,85,Linear Regression,22.13498130300641
3857,90,Linear Regression,1.3903118420981795
3858,95,Linear Regression,2.8657223446777658
3859,100,Linear Regression,1.3102661880340185
3860,105,Linear Regression,0.8870474432662723
3861,110,Linear Regression,0.4350250047368737
3862,115,Linear Regression,0.7504482890529104
3863,120,Linear Regression,0.5357644967066976
3864,20,Linear Regression,1.7991236699059208
3865,25,Linear Regression,1.3634134871860062
3866,30,Linear Regression,6.23068343801616
3867,35,Linear Regression,2.6902202559798267
3868,40,Linear Regression,2.588705783015596
3869,45,Linear Regression,1.2740770369536945
3870,50,Linear Regression,1.7687098391149756
3871,55,Linear Regression,1.2939339219737105
3872,60,Linear Regression,0.5915914225823924
3873,65,Linear Regression,0.8207734672591573
3874,70,Linear Regression,1.0621945408216904
3875,75,Linear Regression,1.4832925758715336
3876,80,Linear Regression,7.124448924422355
3877,85,Linear Regression,1.7496983781712245
3878,90,Linear Regression,2.0626704924497496
3879,95,Linear Regression,1.8940582873716008
3880,100,Linear Regression,0.5296262352186918
3881,105,Linear Regression,0.7398771388340281
3882,110,Linear Regression,0.40348397859958973
3883,115,Linear Regression,0.9344985726660883
3884,120,Linear Regression,0.42777852942576283
3885,20,Linear Regression,0.8249420105011049
3886,25,Linear Regression,1.29195320317729
3887,30,Linear Regression,1.1619030951544018
3888,35,Linear Regression,1.4922121956056569
3889,40,Linear Regression,1.335212716185739
3890,45,Linear Regression,1.2443693872093204
3891,50,Linear Regression,1.6109595354019242
3892,55,Linear Regression,0.8198556822958113
3893,60,Linear Regression,2.480794230116525
3894,65,Linear Regression,2.065101668685464
3895,70,Linear Regression,0.6999985796678321
3896,75,Linear Regression,1.1448143026194137
3897,80,Linear Regression,12.508244659667827
3898,85,Linear Regression,3.8979714211036867
3899,90,Linear Regression,1.6157598207124648
3900,95,Linear Regression,2.047664451615004
3901,100,Linear Regression,0.8323458120734593
3902,105,Linear Regression,0.40872002384306605
3903,110,Linear Regression,0.6616923114771661
3904,115,Linear Regression,0.6065503960869889
3905,120,Linear Regression,0.32332917222042296
3906,20,Linear Regression,3.8031225421342008
3907,25,Linear Regression,1.5640385888944306
3908,30,Linear Regression,2.257159783556315
3909,35,Linear Regression,1.574116482550233
3910,40,Linear Regression,1.6698497271389334
3911,45,Linear Regression,0.6084706488043544
3912,50,Linear Regression,4.482279292364175
3913,55,Linear Regression,0.8058891124505511
3914,60,Linear Regression,1.4261151970279526
3915,65,Linear Regression,1.8989630082498554
3916,70,Linear Regression,0.7586330170029971
3917,75,Linear Regression,1.1384338344915845
3918,80,Linear Regression,4.341294655252801
3919,85,Linear Regression,3.3671354399011055
3920,90,Linear Regression,1.9203313202193675
3921,95,Linear Regression,1.3093976574344623
3922,100,Linear Regression,0.47900890196621476
3923,105,Linear Regression,0.6545707919277668
3924,110,Linear Regression,0.7962896805058229
3925,115,Linear Regression,0.363406099013869
3926,120,Linear Regression,0.2797422706296515
3927,20,Linear Regression,1.9464608782600008
3928,25,Linear Regression,1.30506731421574
3929,30,Linear Regression,4.967801777500629
3930,35,Linear Regression,2.627892611403184
3931,40,Linear Regression,2.7161566614317643
3932,45,Linear Regression,1.3329616817263958
3933,50,Linear Regression,3.199946409248155
3934,55,Linear Regression,1.1503264456442204
3935,60,Linear Regression,0.39340644798956054
3936,65,Linear Regression,2.665349945583978
3937,70,Linear Regression,0.9074321499633032
3938,75,Linear Regression,1.9447360211515887
3939,80,Linear Regression,2.216048449254049
3940,85,Linear Regression,2.3840456426030663
3941,90,Linear Regression,1.4409942932896682
3942,95,Linear Regression,1.0038602471689042
3943,100,Linear Regression,0.3590332444443175
3944,105,Linear Regression,0.49484315403693446
3945,110,Linear Regression,0.7850541286790071
3946,115,Linear Regression,0.46169662121009397
3947,120,Linear Regression,0.3825398672631504
3948,20,Linear Regression,1.5788114134415157
3949,25,Linear Regression,1.4103780937150137
3950,30,Linear Regression,2.1846399326022725
3951,35,Linear Regression,2.8610691118772147
3952,40,Linear Regression,2.224082918641704
3953,45,Linear Regression,0.4850523009402884
3954,50,Linear Regression,1.0826003978060603
3955,55,Linear Regression,1.5231335823274654
3956,60,Linear Regression,0.6062665067818432
3957,65,Linear Regression,0.5006303536043306
3958,70,Linear Regression,2.0033782642790454
3959,75,Linear Regression,4.338398073531479
3960,80,Linear Regression,31.18512963950679
3961,85,Linear Regression,1.1556130119496453
3962,90,Linear Regression,2.0159401547813807
3963,95,Linear Regression,1.5222039308829358
3964,100,Linear Regression,0.9451492128218522
3965,105,Linear Regression,0.5028119623113984
3966,110,Linear Regression,1.1030685897718178
3967,115,Linear Regression,0.45078491704252366
3968,120,Linear Regression,0.4572184858745014
3969,20,Linear Regression,0.5454833204824634
3970,25,Linear Regression,3.4840067532005987
3971,30,Linear Regression,2.0182969922802787
3972,35,Linear Regression,1.2442843640618761
3973,40,Linear Regression,2.0292947175077347
3974,45,Linear Regression,0.4260142344918052
3975,50,Linear Regression,1.150563966363811
3976,55,Linear Regression,2.8546715254541284
3977,60,Linear Regression,0.7383998682665721
3978,65,Linear Regression,0.8229171440734897
3979,70,Linear Regression,0.7438898572694769
3980,75,Linear Regression,0.6929440303307052
3981,80,Linear Regression,26.154156847905963
3982,85,Linear Regression,1.5610703808123938
3983,90,Linear Regression,4.82497299398036
3984,95,Linear Regression,0.5737711284711516
3985,100,Linear Regression,0.644838596544452
3986,105,Linear Regression,0.498548160325653
3987,110,Linear Regression,0.3515168224561518
3988,115,Linear Regression,0.576210578224481
3989,120,Linear Regression,0.46710366942481213
3990,20,Linear Regression,4.527249872433758
3991,25,Linear Regression,2.263097369207242
3992,30,Linear Regression,1.5742253363268937
3993,35,Linear Regression,10.213536086080861
3994,40,Linear Regression,4.1069692822730115
3995,45,Linear Regression,1.395198860477041
3996,50,Linear Regression,1.2529234784560122
3997,55,Linear Regression,1.149061851049416
3998,60,Linear Regression,1.4606710395172622
3999,65,Linear Regression,0.5684599689675006
4000,70,Linear Regression,0.6007546607039135
4001,75,Linear Regression,1.269477376299807
4002,80,Linear Regression,4.341894993390531
4003,85,Linear Regression,2.0972257416824363
4004,90,Linear Regression,1.0195548444935703
4005,95,Linear Regression,1.6151485489578314
4006,100,Linear Regression,0.511509135056967
4007,105,Linear Regression,1.3330020725701504
4008,110,Linear Regression,1.7390425995286733
4009,115,Linear Regression,0.6913618095049585
4010,120,Linear Regression,0.16404091924937153
4011,20,Linear Regression,7.394382035406953
4012,25,Linear Regression,0.6346171864720158
4013,30,Linear Regression,0.6504922371231666
4014,35,Linear Regression,5.821429699612793
4015,40,Linear Regression,0.9158301400297575
4016,45,Linear Regression,1.3315722838145685
4017,50,Linear Regression,1.2714454846848824
4018,55,Linear Regression,2.761177173608878
4019,60,Linear Regression,1.0360648263178398
4020,65,Linear Regression,1.7502125764532535
4021,70,Linear Regression,3.071645466668251
4022,75,Linear Regression,1.7440960500488467
4023,80,Linear Regression,4.379349732771707
4024,85,Linear Regression,20.073865626740805
4025,90,Linear Regression,2.947078379268802
4026,95,Linear Regression,1.6785391560434912
4027,100,Linear Regression,1.9459288454623462
4028,105,Linear Regression,0.9307960386070041
4029,110,Linear Regression,0.5657924275204256
4030,115,Linear Regression,0.36433725345908186
4031,120,Linear Regression,0.4653221810996413
4032,20,Linear Regression,3.071262598223796
4033,25,Linear Regression,0.6834839836837564
4034,30,Linear Regression,0.5295555963551561
4035,35,Linear Regression,1.739215450831045
4036,40,Linear Regression,0.7934415068811598
4037,45,Linear Regression,1.047401521303553
4038,50,Linear Regression,5.192298736692637
4039,55,Linear Regression,2.9977890655044703
4040,60,Linear Regression,1.5229290910576625
4041,65,Linear Regression,0.4804056700810173
4042,70,Linear Regression,0.6708160011624377
4043,75,Linear Regression,4.1083016976600515
4044,80,Linear Regression,2.731758745630672
4045,85,Linear Regression,95.20718350276422
4046,90,Linear Regression,3.2034694416075644
4047,95,Linear Regression,1.3453596984052958
4048,100,Linear Regression,0.9504513255983136
4049,105,Linear Regression,0.6426307499433156
4050,110,Linear Regression,0.417134846353349
4051,115,Linear Regression,0.23227447081054264
4052,120,Linear Regression,0.3827720372395415
4053,20,Linear Regression,1.9654828990890496
4054,25,Linear Regression,0.7085652736695827
4055,30,Linear Regression,1.0614334919101458
4056,35,Linear Regression,3.254891070264193
4057,40,Linear Regression,3.0254362261622587
4058,45,Linear Regression,1.1299505678344766
4059,50,Linear Regression,1.2255932219306136
4060,55,Linear Regression,7.632519389468988
4061,60,Linear Regression,1.354942082246957
4062,65,Linear Regression,0.4448275875137991
4063,70,Linear Regression,0.4584629655852951
4064,75,Linear Regression,1.1625942441656734
4065,80,Linear Regression,49.072984149590475
4066,85,Linear Regression,1.9498900242310204
4067,90,Linear Regression,0.5977326540006707
4068,95,Linear Regression,0.562679254787383
4069,100,Linear Regression,2.990380990825327
4070,105,Linear Regression,0.9234148242498039
4071,110,Linear Regression,0.6627946571786405
4072,115,Linear Regression,0.5000673280545394
4073,120,Linear Regression,0.3709049349839207
4074,20,Linear Regression,7.492777172390432
4075,25,Linear Regression,9.737272535564056
4076,30,Linear Regression,6.313461439732464
4077,35,Linear Regression,0.7567301741593518
4078,40,Linear Regression,2.074124186957401
4079,45,Linear Regression,2.1349744084917655
4080,50,Linear Regression,2.306719433343181
4081,55,Linear Regression,0.9668850505359984
4082,60,Linear Regression,3.57917164117788
4083,65,Linear Regression,2.005746603630824
4084,70,Linear Regression,1.2634327956206068
4085,75,Linear Regression,1.7533419997559518
4086,80,Linear Regression,7.31397179797327
